 -0.21064460E-01   0.78640869E-02   0.41364959E+00
  0.22603149E+01   0.12990192E+01   0.15822233E+01
  0.75700974E+00   0.77222013E+00  -0.56027496E+00
 -0.48011234E+00   0.92644882E+00  -0.88710529E+00
 -0.10121108E+00   0.30523211E+00  -0.13634341E+01
  0.69870496E+00  -0.42695504E-01  -0.76910144E+00
  0.46146262E+00  -0.61851650E+00   0.17001483E+01
 -0.80233133E+00   0.23231083E+00  -0.46654397E+00
  0.61736929E+00  -0.88570170E-01   0.84877557E+00
 -0.39319277E+00   0.11177662E+00  -0.62045455E+00
  0.68811822E+00   0.55288768E+00  -0.78663957E+00
 -0.70936823E+00   0.65066063E+00  -0.12229153E+01
 -0.25622433E+00   0.10740874E+01   0.12127714E+01
  0.58400077E+00  -0.49908116E+00  -0.10927686E-01
  0.40869218E+00   0.60586470E+00  -0.11730857E+01
  0.61218244E+00  -0.47903497E-01  -0.19791045E+01
  0.54581171E+00  -0.68650007E+00   0.24336930E+00
  0.10636425E+01   0.15665979E+01  -0.19291970E+00
  0.25450964E-01  -0.31226513E+00  -0.12651248E+01
 -0.31522450E+00   0.13225229E+01   0.24462037E+01
 -0.17721263E+01   0.26082757E+00  -0.46158713E+00
 -0.10438693E-01  -0.80218071E+00  -0.86320549E+00
 -0.31014454E+00  -0.23121823E+00   0.15042883E+01
 -0.46249214E+00  -0.12445061E+00  -0.13392359E+01
 -0.26238862E+00   0.14770296E+01   0.17173742E+01
  0.36675859E-01  -0.32364419E+00   0.59632206E+00
  0.76306358E-01  -0.10178105E+01   0.70449513E+00
  0.28869590E+00   0.17538817E+00  -0.46143264E+00
  0.19813745E+01   0.10618688E+01   0.26677579E+00
 -0.21203358E+00   0.50088620E+00  -0.59337473E+00
 -0.26345202E+00   0.45154354E+00   0.87372667E+00
 -0.20094582E+00   0.11314292E+01  -0.39040661E+00
 -0.64563471E+00   0.89986968E+00  -0.84525712E-01
 -0.71636581E+00   0.30407113E+00   0.25631195E+00
 -0.56694555E+00  -0.46113718E+00   0.17490771E+01
 -0.87851144E-01   0.26340643E+00   0.80058050E+00
  0.29917267E+00  -0.48693365E+00  -0.88917166E+00
  0.26351020E+00  -0.21362154E+01  -0.15358880E-01
 -0.14177673E+01  -0.14770321E+01   0.13579390E+01
 -0.99604350E+00   0.74078792E+00   0.10199883E+01
  0.10152814E+01  -0.19574525E-01   0.24287690E+00
 -0.73565209E+00  -0.77651483E+00  -0.10953494E+01
 -0.65634847E+00  -0.11793377E+00  -0.14160345E+01
 -0.12231527E+00  -0.10697169E+01  -0.69058619E-01
 -0.25416191E+01   0.80864102E+00   0.45640859E+00
 -0.75353123E-02   0.94548136E+00  -0.41582674E+00
  0.89208610E-01  -0.37354797E-01   0.42580992E+00
  0.11309217E+01  -0.58171093E+00   0.28041077E+00
 -0.52901026E-01   0.11250769E+01   0.12700627E+01
  0.12751861E+01   0.12226994E+01  -0.12690191E+01
 -0.27473824E-01   0.11293305E+01   0.15493021E+01
  0.13198038E+01   0.11983143E+01  -0.53054172E+00
  0.10478380E+01   0.67718193E-01  -0.73552752E+00
 -0.45061201E+00   0.95998693E+00  -0.68748444E+00
  0.11959404E+01  -0.55008733E+00  -0.10388778E+01
  0.77987921E+00   0.10740533E+01   0.20282502E+01
  0.44094270E+00  -0.14598804E+01   0.22356507E+00
 -0.14049876E+01   0.60269964E+00   0.44702268E+00
 -0.45507202E+00  -0.30187681E+00   0.18041949E+00
  0.54499251E-02   0.34613383E+00  -0.69356042E+00
  0.15614716E+01  -0.20145073E+01   0.11627853E+01
 -0.10811204E+01  -0.58237034E+00   0.34657836E+00
 -0.78302789E+00  -0.13932513E+01  -0.11727391E+01
  0.71292585E+00  -0.17334300E+01   0.47111827E+00
 -0.43335220E+00  -0.26869938E+00   0.21995696E+00
 -0.33774036E+00   0.16833279E+01   0.54687870E+00
  0.14123125E+00  -0.10327750E+01  -0.35931185E+00
 -0.38282105E+00  -0.35358202E+00   0.39491042E+00
 -0.13685778E+01   0.14019836E+01  -0.39347634E-01
  0.16519059E+00   0.83730155E+00  -0.90274596E+00
 -0.67673522E+00  -0.56217301E+00   0.37858787E+00
  0.22973500E+00   0.84737211E+00  -0.22929008E+00
 -0.73582225E-01   0.27899945E+00  -0.52685525E-01
 -0.53916878E+00  -0.10544410E+01  -0.27587152E+00
 -0.65358096E+00   0.38083717E+00   0.15353414E+01
 -0.46094459E+00   0.47224548E+00   0.83112562E+00
  0.10829779E+01   0.58427823E+00   0.48784494E-01
  0.57436711E+00   0.10896538E+01  -0.43227434E-01
  0.24931526E+00   0.15677494E+01  -0.14488345E+01
 -0.11015421E+01  -0.34441540E+00  -0.84700263E+00
  0.13508710E+01  -0.44469288E+00   0.95353699E+00
  0.13139796E+01  -0.55908096E+00  -0.17280451E+01
  0.21787493E+00   0.77602297E+00   0.12202473E+01
 -0.10302869E+01  -0.34124616E+00  -0.78225189E+00
  0.58794302E+00  -0.44703531E+00   0.77740115E+00
 -0.23910556E-01  -0.82883877E+00   0.87006509E+00
  0.38797453E-01  -0.79720396E+00   0.65299749E+00
 -0.33549115E-01   0.60360736E+00   0.83039975E+00
  0.51272815E+00  -0.23683872E+01   0.78165466E+00
  0.12291976E+01  -0.17400667E+00   0.86414576E+00
 -0.28490552E+00  -0.37800783E+00   0.11237242E+01
 -0.62084526E+00  -0.86866337E+00   0.26648059E+01
 -0.29295218E+00  -0.25965270E+00   0.11567860E+01
 -0.93133114E-01   0.17399473E+00   0.13612728E+01
