 -0.14362245E+01   0.91323715E+00  -0.24136915E+01
  0.57045966E-01   0.97654201E-01   0.47413863E-01
 -0.59811842E+00   0.95020793E-01   0.18080969E+00
 -0.46112454E+00   0.11892841E+01  -0.24714984E+00
  0.47490470E-01  -0.12969763E+01  -0.15518991E+01
 -0.35093859E+00   0.75255178E-01   0.35397652E+00
  0.28185308E+00   0.18539041E+00  -0.13867386E+00
 -0.91278583E+00   0.16154081E+00  -0.95928997E-01
  0.14891513E+00  -0.66853082E+00   0.34593660E-01
  0.51812625E+00  -0.12184121E+00  -0.51890630E+00
 -0.71474493E-01   0.96894294E-01  -0.16101804E+01
 -0.50986564E+00  -0.19928727E+01   0.37192565E+00
  0.74488556E+00  -0.33757490E+00  -0.87714469E+00
 -0.64280415E+00  -0.41681558E+00  -0.23071571E+00
  0.11533048E+00   0.85654348E+00  -0.21248119E-01
 -0.34786308E+00  -0.22602226E+00  -0.71167149E-01
 -0.13494089E+00  -0.77388577E-01   0.54052287E+00
 -0.40763715E+00  -0.37188813E+00   0.48842363E-03
 -0.18867707E-01  -0.20412701E+00  -0.36915663E+00
  0.18312642E+00  -0.36295343E-01   0.15333304E+00
 -0.15956372E+00   0.63561797E+00  -0.11049229E+00
  0.30017987E+00   0.29605327E-02  -0.94176255E-01
  0.16317400E+00  -0.51626152E+00  -0.26226541E+00
 -0.33025277E+00   0.60702705E+00  -0.34428298E+00
 -0.54695576E+00   0.21883865E+00  -0.61429236E-01
  0.48398727E+00   0.10815893E+00  -0.22607474E+00
 -0.35714492E+00   0.67997493E-01  -0.19458038E+00
  0.74532766E+01  -0.65726314E+01  -0.44991894E+01
  0.36523026E+00  -0.30933839E+00   0.33314970E+00
 -0.69900012E+01   0.36894310E+01  -0.14703890E+01
  0.14560153E+00  -0.45454335E+00  -0.12293357E+00
 -0.61436743E+00  -0.45311782E+00   0.14108407E+01
  0.52209765E+00   0.34052938E+00   0.79098779E+00
 -0.14018127E+01  -0.10538505E+01  -0.49474496E+00
  0.26174566E+00   0.74406284E+00  -0.48298570E-02
  0.33116907E-01  -0.97675163E+00  -0.90304852E+00
 -0.12816476E+01   0.11153271E+01   0.90534121E+00
 -0.35913232E+00   0.51806264E-01  -0.66130440E-03
  0.11581668E+00   0.32641150E-01   0.36154538E+00
  0.95966771E-01   0.90174985E+00  -0.11118153E+01
 -0.71154439E+00   0.43434557E+00  -0.15708869E+01
  0.88077046E-01   0.27309617E+00   0.59266412E+00
  0.79686725E+00   0.45432973E+00  -0.31269228E+00
 -0.92097211E+00   0.28675827E+00  -0.14764822E+00
  0.43208312E-01   0.35641271E+00  -0.28203088E+00
 -0.44154568E+01   0.21911536E+00  -0.12190568E+01
  0.14542738E+00  -0.68702996E+00  -0.36301467E+00
 -0.36340490E+00  -0.26307732E+00  -0.27867392E+00
  0.18354066E+00   0.24403815E+00   0.65862375E+00
  0.32430062E+00  -0.12417564E+00   0.20769432E+00
  0.27212980E+00   0.30107412E+00  -0.49319142E+00
  0.38315299E+00   0.26681000E-01  -0.86163419E+00
 -0.32677731E+00   0.37204912E+00  -0.38786826E+00
 -0.65407181E+00  -0.10707656E+00  -0.21477708E+00
  0.70183587E+00   0.17049804E+00  -0.21189722E+00
  0.51128734E-01  -0.22859663E+00   0.19072331E+00
 -0.40938586E+00   0.46361357E+00  -0.15827784E+00
 -0.47105297E+00  -0.27928305E+00   0.34843311E+00
 -0.86909579E-02   0.10793303E+01  -0.73947793E+00
  0.27704337E+00  -0.37999535E+00  -0.10843679E+01
  0.10424214E+00   0.17536709E-01  -0.17138140E-01
 -0.23394231E+00  -0.41980070E+00   0.23464833E+00
  0.14208722E-01   0.33851337E+00   0.31079600E-01
  0.26576787E+00  -0.69113398E+00   0.33615682E+00
 -0.29999702E+01  -0.14377015E+01  -0.21839678E+01
  0.90643787E+00  -0.10528077E+00  -0.38635526E-01
 -0.26125880E-01   0.36837444E-01  -0.62306339E+00
 -0.30319953E+01  -0.52985942E+00   0.41886806E+00
  0.30786440E+00  -0.48193207E+00  -0.34517970E-01
  0.77339989E+00  -0.11167212E+01  -0.85530078E+00
  0.14019989E+01   0.36424053E+01  -0.42879969E-01
  0.56800511E-01  -0.45511495E-01  -0.80038890E-01
  0.46608895E+00  -0.21026662E+00   0.10651908E+01
 -0.28637040E+00  -0.31260395E+00  -0.97773838E+00
  0.19755849E+00  -0.41102269E+00  -0.31568214E+00
  0.18304405E+00  -0.73107177E+00   0.21739727E+00
  0.12524112E+01   0.11789085E+00  -0.49056590E+00
  0.86376125E+00   0.29099068E-01  -0.16467291E+00
 -0.15993939E+00  -0.71668983E-01  -0.65622681E+00
 -0.17367045E+01   0.38279054E+00   0.21249688E+01
  0.27013499E+00  -0.29293072E+00  -0.50170615E-01
  0.56719851E-01   0.67117959E+00   0.18848312E+00
  0.21014795E-01  -0.15456841E-01  -0.11693232E-01
  0.48984650E+00  -0.11319051E+00   0.67672598E+00
  0.15913911E+00  -0.51672792E+00  -0.47850674E+00
  0.91306038E-01   0.71002312E-01  -0.13803913E+00
  0.73044670E+00  -0.14619641E+01  -0.10830772E+01
  0.65497291E+00  -0.22426395E+01  -0.77406007E+00
 -0.21638673E-01  -0.27041372E-01  -0.59152967E+00
 -0.26889086E+00  -0.10745921E+00   0.20615603E+00
 -0.50858068E+00   0.21220045E+00   0.10367209E+01
 -0.27020329E+00   0.70863970E-01  -0.84430151E-01
  0.10047258E+01   0.55211222E+00  -0.57322115E+00
 -0.12735729E+01   0.37121400E+00   0.89150041E-01
  0.23368026E+00  -0.90518570E+00   0.42199913E-01
 -0.60928142E+00   0.53528225E+00   0.92067623E+00
  0.17135494E+01   0.70977151E+00  -0.16199324E+00
 -0.63105255E-01   0.35219914E+00   0.12025776E+01
  0.44950899E-01   0.44335760E-01  -0.18488242E+00
  0.82275456E+00  -0.81019390E+00  -0.15359603E+01
  0.32507053E+00   0.47290280E-01   0.17351824E+00
  0.65588468E+00   0.66314922E-02   0.20093018E-01
 -0.23319285E-01   0.98018682E+00   0.46598363E+00
 -0.30562750E+00  -0.53725201E+00   0.44906682E+00
 -0.38338923E+00  -0.46748939E+00  -0.73291701E+00
  0.77683711E+00   0.14828882E+00   0.90617579E+00
