29640 0.0
29650 0.000784
29670 0.000787
29680 0.000880
29700 0.000321
29720 0.000481
29730 0.000274
29750 0.000565
29770 0.000795
29780 0.000871
29800 0.000936
29820 0.001030
29840 0.001017
29850 0.000870
29870 0.000688
29890 0.000624
29900 0.000787
29920 0.001013
29940 0.001099
29960 0.001060
29970 0.000868
29990 0.000469
30010 0.000897
30030 0.000631
30040 0.000165
30060 0.000044
30080 0.000430
30100 0.000460
30110 0.000312
30130 0.000517
30150 0.000246
30170 0.000469
30180 0.000522
30200 0.000474
30220 0.000413
30240 0.000401
30250 0.000475
30270 0.000454
30290 0.000428
30310 0.000534
30320 0.000632
30340 0.000557
30360 0.000355
30380 0.000224
30400 0.000294
30410 0.000336
30430 0.000306
30450 0.000187
30470 0.000517
30480 0.000431
30500 0.000318
30520 0.000246
30540 0.000289
30560 0.000423
30570 0.000531
30590 0.000503
30610 0.000327
30630 0.000404
30650 0.000576
30670 0.000584
30680 0.000591
30700 0.000547
30720 0.000571
30740 0.000387
30760 0.000415
30770 0.000343
30790 0.000398
30810 0.000302
30830 0.000279
30850 0.000190
30870 0.000147
30880 0.000185
30900 0.000278
30920 0.000336
30940 0.000396
30960 0.000187
30980 0.000212
31000 0.000280
31010 0.000359
31030 0.000416
31050 0.000553
31070 0.000824
31090 0.001101
31110 0.001228
31130 0.001298
31140 0.001477
31160 0.001741
31180 0.001988
31200 0.002217
31220 0.002553
31240 0.003078
31260 0.003610
31280 0.003968
31290 0.004263
31310 0.004708
31330 0.005426
31350 0.006397
31370 0.007535
31390 0.008841
31410 0.010420
31430 0.012250
31450 0.014170
31470 0.016290
31480 0.018850
31500 0.022210
31520 0.026530
31540 0.031590
31560 0.037510
31580 0.044490
31600 0.052640
31620 0.062080
31640 0.072930
31660 0.085920
31680 0.100500
31700 0.116200
31720 0.134300
31730 0.153900
31750 0.174200
31770 0.195600
31790 0.217800
31810 0.238700
31830 0.258400
31850 0.278700
31870 0.297100
31890 0.312300
31910 0.326900
31930 0.339900
31950 0.349700
31970 0.357000
31990 0.363300
32010 0.367100
32030 0.367700
32050 0.368300
32070 0.368800
32090 0.367300
32110 0.365400
32130 0.362500
32150 0.359000
32170 0.356100
32190 0.353900
32210 0.351700
32230 0.347500
32250 0.344300
