1 1 
1.25893 1 
1.58489 1 
1.99526 1 
2.51189 1 
3.16228 1 
3.98107 1 
5.01187 1 
6.30957 1 
7.94328 1 
10 1 
12.5893 1 
15.8489 1 
19.9526 1 
25.1189 1 
31.6228 1 
39.8107 1 
50.1187 1 
63.0957 1 
79.4328 1 
100 1 
125.893 1 
158.489 1 
199.526 1 
251.189 1 
316.228 1 
398.107 1 
501.187 1 
630.957 1 
794.328 1 
1000 1 
1258.93 1 
1584.89 1 
1995.26 1 
2511.89 1 
3162.28 1 
3981.07 1 
5011.87 1 
6309.57 1 
7943.28 1 
10000 1 
12589.3 1 
15848.9 1 
19952.6 1 
25118.9 1 
31622.8 1 
39810.7 1 
50118.7 1 
63095.7 1 
79432.8 1 
100000 1 
125893 1 
158489 1 
199526 1 
251189 1 
316228 1 
398107 1 
501187 1 
630957 1 
794328 1 
1e+06 1 
1.25893e+06 1 
1.58489e+06 1 
1.99526e+06 1 
2.51189e+06 1 
3.16228e+06 1 
3.98107e+06 1 
5.01187e+06 1 
6.30957e+06 1 
7.94328e+06 1 
1e+07 1 
1.25893e+07 1 
1.58489e+07 1 
1.99526e+07 1 
2.51189e+07 1 
3.16228e+07 1 
3.98107e+07 1 
5.01187e+07 1 
6.30957e+07 1 
7.94328e+07 1 
1e+08 1 
1.25893e+08 1 
1.58489e+08 1 
1.99526e+08 1 
2.51189e+08 1 
3.16228e+08 1 
3.98107e+08 1 
5.01187e+08 1 
6.30957e+08 1 
7.94328e+08 1 
1e+09 1 
