#  Analytical solution of Radius vs. Time for a collapsing hom sphere
#  nemoinp 0:pi:0.001 | tabmath - - "(%1+sin(%1))/(2*pi*sqrt(8/3)),0.5*(1+cos(%1))" all > iau25-tr.tab

#  Time    Radius
0.205791 0.688149 
0.205925 0.687685 
0.206059 0.687222 
0.206193 0.686758 
0.206327 0.686294 
0.206461 0.68583 
0.206594 0.685366 
0.206728 0.684901 
0.206861 0.684437 
0.206995 0.683972 
0.207128 0.683507 
0.207261 0.683042 
0.207394 0.682576 
0.207527 0.682111 
0.20766 0.681645 
0.207793 0.681179 
0.207926 0.680713 
0.208058 0.680246 
0.208191 0.67978 
0.208323 0.679313 
0.208456 0.678847 
0.208588 0.67838 
0.20872 0.677912 
0.208852 0.677445 
0.208984 0.676977 
0.209116 0.67651 
0.209248 0.676042 
0.20938 0.675574 
0.209511 0.675105 
0.209643 0.674637 
0.209774 0.674168 
0.209906 0.6737 
0.210037 0.673231 
0.210168 0.672762 
0.210299 0.672292 
0.21043 0.671823 
0.210561 0.671353 
0.210692 0.670883 
0.210823 0.670413 
0.210953 0.669943 
0.211084 0.669473 
0.211214 0.669002 
0.211345 0.668532 
0.211475 0.668061 
0.211605 0.66759 
0.211735 0.667119 
0.211865 0.666648 
0.211995 0.666176 
0.212125 0.665704 
0.212255 0.665233 
0.212384 0.664761 
0.212514 0.664288 
0.212643 0.663816 
0.212773 0.663344 
0.212902 0.662871 
0.213031 0.662398 
0.21316 0.661925 
0.213289 0.661452 
0.213418 0.660979 
0.213547 0.660505 
0.213676 0.660032 
0.213804 0.659558 
0.213933 0.659084 
0.214061 0.65861 
0.214189 0.658136 
0.214318 0.657661 
0.214446 0.657187 
0.214574 0.656712 
0.214702 0.656237 
0.21483 0.655762 
0.214957 0.655287 
0.215085 0.654811 
0.215213 0.654336 
0.21534 0.65386 
0.215468 0.653384 
0.215595 0.652908 
0.215722 0.652432 
0.215849 0.651956 
0.215976 0.65148 
0.216103 0.651003 
0.21623 0.650526 
0.216357 0.650049 
0.216484 0.649572 
0.21661 0.649095 
0.216737 0.648618 
0.216863 0.64814 
0.216989 0.647663 
0.217115 0.647185 
0.217242 0.646707 
0.217368 0.646229 
0.217494 0.645751 
0.217619 0.645272 
0.217745 0.644794 
0.217871 0.644315 
0.217996 0.643837 
0.218122 0.643358 
0.218247 0.642879 
0.218372 0.642399 
0.218498 0.64192 
0.218623 0.64144 
0.218748 0.640961 
0.218872 0.640481 
0.218997 0.640001 
0.219122 0.639521 
0.219247 0.639041 
0.219371 0.63856 
0.219496 0.63808 
0.21962 0.637599 
0.219744 0.637119 
0.219868 0.636638 
0.219992 0.636157 
0.220116 0.635675 
0.22024 0.635194 
0.220364 0.634713 
0.220488 0.634231 
0.220611 0.633749 
0.220735 0.633268 
0.220858 0.632786 
0.220981 0.632303 
0.221105 0.631821 
0.221228 0.631339 
0.221351 0.630856 
0.221474 0.630374 
0.221596 0.629891 
0.221719 0.629408 
0.221842 0.628925 
0.221964 0.628442 
0.222087 0.627959 
0.222209 0.627475 
0.222331 0.626992 
0.222454 0.626508 
0.222576 0.626024 
0.222698 0.62554 
0.222819 0.625056 
0.222941 0.624572 
0.223063 0.624088 
0.223185 0.623603 
0.223306 0.623119 
0.223428 0.622634 
0.223549 0.622149 
0.22367 0.621664 
0.223791 0.621179 
0.223912 0.620694 
0.224033 0.620209 
0.224154 0.619724 
0.224275 0.619238 
0.224395 0.618752 
0.224516 0.618267 
0.224636 0.617781 
0.224757 0.617295 
0.224877 0.616809 
0.224997 0.616322 
0.225117 0.615836 
0.225237 0.61535 
0.225357 0.614863 
0.225477 0.614376 
0.225597 0.61389 
0.225716 0.613403 
0.225836 0.612916 
0.225955 0.612429 
0.226075 0.611941 
0.226194 0.611454 
0.226313 0.610966 
0.226432 0.610479 
0.226551 0.609991 
0.22667 0.609503 
0.226789 0.609015 
0.226907 0.608527 
0.227026 0.608039 
0.227144 0.607551 
0.227263 0.607063 
0.227381 0.606574 
0.227499 0.606086 
0.227617 0.605597 
0.227735 0.605108 
0.227853 0.604619 
0.227971 0.60413 
0.228089 0.603641 
0.228206 0.603152 
0.228324 0.602663 
0.228441 0.602173 
0.228559 0.601684 
0.228676 0.601194 
0.228793 0.600705 
0.22891 0.600215 
0.229027 0.599725 
0.229144 0.599235 
0.229261 0.598745 
0.229377 0.598255 
0.229494 0.597764 
0.22961 0.597274 
0.229727 0.596783 
0.229843 0.596293 
0.229959 0.595802 
0.230075 0.595311 
0.230191 0.59482 
0.230307 0.594329 
0.230423 0.593838 
0.230539 0.593347 
0.230654 0.592856 
0.23077 0.592365 
0.230885 0.591873 
0.231 0.591382 
0.231116 0.59089 
0.231231 0.590398 
0.231346 0.589906 
0.231461 0.589415 
0.231576 0.588923 
0.23169 0.588431 
0.231805 0.587938 
0.23192 0.587446 
0.232034 0.586954 
0.232148 0.586461 
0.232263 0.585969 
0.232377 0.585476 
0.232491 0.584984 
0.232605 0.584491 
0.232719 0.583998 
0.232833 0.583505 
0.232946 0.583012 
0.23306 0.582519 
0.233173 0.582026 
0.233287 0.581532 
0.2334 0.581039 
0.233513 0.580546 
0.233626 0.580052 
0.233739 0.579559 
0.233852 0.579065 
0.233965 0.578571 
0.234078 0.578077 
0.234191 0.577583 
0.234303 0.577089 
0.234416 0.576595 
0.234528 0.576101 
0.23464 0.575607 
0.234752 0.575113 
0.234864 0.574618 
0.234976 0.574124 
0.235088 0.573629 
0.2352 0.573135 
0.235312 0.57264 
0.235423 0.572145 
0.235535 0.571651 
0.235646 0.571156 
0.235757 0.570661 
0.235868 0.570166 
0.23598 0.569671 
0.236091 0.569176 
0.236201 0.56868 
0.236312 0.568185 
0.236423 0.56769 
0.236534 0.567194 
0.236644 0.566699 
0.236754 0.566203 
0.236865 0.565708 
0.236975 0.565212 
0.237085 0.564716 
0.237195 0.56422 
0.237305 0.563724 
0.237415 0.563228 
0.237525 0.562732 
0.237634 0.562236 
0.237744 0.56174 
0.237853 0.561244 
0.237963 0.560748 
0.238072 0.560251 
0.238181 0.559755 
0.23829 0.559259 
0.238399 0.558762 
0.238508 0.558265 
0.238617 0.557769 
0.238725 0.557272 
0.238834 0.556775 
0.238942 0.556279 
0.239051 0.555782 
0.239159 0.555285 
0.239267 0.554788 
0.239375 0.554291 
0.239483 0.553794 
0.239591 0.553297 
0.239699 0.5528 
0.239807 0.552302 
0.239914 0.551805 
0.240022 0.551308 
0.240129 0.55081 
0.240237 0.550313 
0.240344 0.549815 
0.240451 0.549318 
0.240558 0.54882 
0.240665 0.548323 
0.240772 0.547825 
0.240879 0.547327 
0.240985 0.546829 
0.241092 0.546332 
0.241198 0.545834 
0.241305 0.545336 
0.241411 0.544838 
0.241517 0.54434 
0.241623 0.543842 
0.241729 0.543344 
0.241835 0.542846 
0.241941 0.542347 
0.242046 0.541849 
0.242152 0.541351 
0.242257 0.540853 
0.242363 0.540354 
0.242468 0.539856 
0.242573 0.539357 
0.242678 0.538859 
0.242783 0.53836 
0.242888 0.537862 
0.242993 0.537363 
0.243098 0.536865 
0.243202 0.536366 
0.243307 0.535867 
0.243411 0.535369 
0.243515 0.53487 
0.24362 0.534371 
0.243724 0.533872 
0.243828 0.533373 
0.243932 0.532874 
0.244035 0.532375 
0.244139 0.531877 
0.244243 0.531378 
0.244346 0.530879 
0.24445 0.530379 
0.244553 0.52988 
0.244656 0.529381 
0.24476 0.528882 
0.244863 0.528383 
0.244966 0.527884 
0.245068 0.527384 
0.245171 0.526885 
0.245274 0.526386 
0.245376 0.525887 
0.245479 0.525387 
0.245581 0.524888 
0.245683 0.524388 
0.245786 0.523889 
0.245888 0.52339 
0.24599 0.52289 
0.246091 0.522391 
0.246193 0.521891 
0.246295 0.521392 
0.246397 0.520892 
0.246498 0.520393 
0.246599 0.519893 
0.246701 0.519393 
0.246802 0.518894 
0.246903 0.518394 
0.247004 0.517894 
0.247105 0.517395 
0.247206 0.516895 
0.247306 0.516395 
0.247407 0.515895 
0.247508 0.515396 
0.247608 0.514896 
0.247708 0.514396 
0.247808 0.513896 
0.247909 0.513397 
0.248009 0.512897 
0.248109 0.512397 
0.248208 0.511897 
0.248308 0.511397 
0.248408 0.510897 
0.248507 0.510397 
0.248607 0.509898 
0.248706 0.509398 
0.248805 0.508898 
0.248904 0.508398 
0.249004 0.507898 
0.249102 0.507398 
0.249201 0.506898 
0.2493 0.506398 
0.249399 0.505898 
0.249497 0.505398 
0.249596 0.504898 
0.249694 0.504398 
0.249792 0.503898 
0.249891 0.503398 
0.249989 0.502898 
0.250087 0.502398 
0.250185 0.501898 
0.250282 0.501398 
0.25038 0.500898 
0.250478 0.500398 
0.250575 0.499898 
0.250672 0.499398 
0.25077 0.498898 
0.250867 0.498398 
0.250964 0.497898 
0.251061 0.497398 
0.251158 0.496898 
0.251255 0.496398 
0.251351 0.495898 
0.251448 0.495398 
0.251545 0.494898 
0.251641 0.494398 
0.251737 0.493898 
0.251834 0.493398 
0.25193 0.492898 
0.252026 0.492398 
0.252122 0.491899 
0.252217 0.491399 
0.252313 0.490899 
0.252409 0.490399 
0.252504 0.489899 
0.2526 0.489399 
0.252695 0.488899 
0.25279 0.488399 
0.252886 0.487899 
0.252981 0.487399 
0.253076 0.4869 
0.25317 0.4864 
0.253265 0.4859 
0.25336 0.4854 
0.253454 0.4849 
0.253549 0.484401 
0.253643 0.483901 
0.253738 0.483401 
0.253832 0.482901 
0.253926 0.482402 
0.25402 0.481902 
0.254114 0.481402 
0.254208 0.480903 
0.254301 0.480403 
0.254395 0.479904 
0.254488 0.479404 
0.254582 0.478904 
0.254675 0.478405 
0.254768 0.477905 
0.254861 0.477406 
0.254954 0.476906 
0.255047 0.476407 
0.25514 0.475907 
0.255233 0.475408 
0.255325 0.474909 
0.255418 0.474409 
0.25551 0.47391 
0.255603 0.473411 
0.255695 0.472911 
0.255787 0.472412 
0.255879 0.471913 
0.255971 0.471414 
0.256063 0.470915 
0.256155 0.470415 
0.256246 0.469916 
0.256338 0.469417 
0.256429 0.468918 
0.256521 0.468419 
0.256612 0.46792 
0.256703 0.467421 
0.256794 0.466922 
0.256885 0.466423 
0.256976 0.465925 
0.257067 0.465426 
0.257157 0.464927 
0.257248 0.464428 
0.257338 0.46393 
0.257429 0.463431 
0.257519 0.462932 
0.257609 0.462434 
0.257699 0.461935 
0.257789 0.461436 
0.257879 0.460938 
0.257969 0.46044 
0.258059 0.459941 
0.258148 0.459443 
0.258238 0.458944 
0.258327 0.458446 
0.258417 0.457948 
0.258506 0.45745 
0.258595 0.456952 
0.258684 0.456453 
0.258773 0.455955 
0.258862 0.455457 
0.25895 0.454959 
0.259039 0.454461 
0.259128 0.453963 
0.259216 0.453466 
0.259304 0.452968 
0.259393 0.45247 
0.259481 0.451972 
0.259569 0.451475 
0.259657 0.450977 
0.259745 0.450479 
0.259832 0.449982 
0.25992 0.449484 
0.260008 0.448987 
0.260095 0.44849 
0.260182 0.447992 
0.26027 0.447495 
0.260357 0.446998 
0.260444 0.446501 
0.260531 0.446004 
0.260618 0.445507 
0.260705 0.44501 
0.260791 0.444513 
0.260878 0.444016 
0.260964 0.443519 
0.261051 0.443022 
0.261137 0.442525 
0.261223 0.442029 
0.261309 0.441532 
0.261396 0.441036 
0.261481 0.440539 
0.261567 0.440043 
0.261653 0.439546 
0.261739 0.43905 
0.261824 0.438554 
0.26191 0.438058 
0.261995 0.437562 
0.26208 0.437066 
0.262165 0.43657 
0.26225 0.436074 
0.262335 0.435578 
0.26242 0.435082 
0.262505 0.434586 
0.26259 0.434091 
0.262674 0.433595 
0.262759 0.433099 
0.262843 0.432604 
0.262927 0.432109 
0.263011 0.431613 
0.263096 0.431118 
0.26318 0.430623 
0.263263 0.430128 
0.263347 0.429633 
0.263431 0.429138 
0.263515 0.428643 
0.263598 0.428148 
0.263681 0.427653 
0.263765 0.427158 
0.263848 0.426664 
0.263931 0.426169 
0.264014 0.425675 
0.264097 0.42518 
0.26418 0.424686 
0.264263 0.424192 
0.264345 0.423697 
0.264428 0.423203 
0.26451 0.422709 
0.264593 0.422215 
0.264675 0.421722 
0.264757 0.421228 
0.264839 0.420734 
0.264921 0.42024 
0.265003 0.419747 
0.265085 0.419253 
0.265166 0.41876 
0.265248 0.418267 
0.265329 0.417773 
0.265411 0.41728 
0.265492 0.416787 
0.265573 0.416294 
0.265654 0.415801 
0.265735 0.415308 
0.265816 0.414816 
0.265897 0.414323 
0.265978 0.413831 
0.266058 0.413338 
0.266139 0.412846 
0.266219 0.412353 
0.2663 0.411861 
0.26638 0.411369 
0.26646 0.410877 
0.26654 0.410385 
0.26662 0.409893 
0.2667 0.409401 
0.26678 0.40891 
0.266859 0.408418 
0.266939 0.407927 
0.267018 0.407435 
0.267098 0.406944 
0.267177 0.406453 
0.267256 0.405962 
0.267335 0.405471 
0.267414 0.40498 
0.267493 0.404489 
0.267572 0.403998 
0.267651 0.403507 
0.267729 0.403017 
0.267808 0.402526 
0.267886 0.402036 
0.267964 0.401546 
0.268043 0.401056 
0.268121 0.400566 
0.268199 0.400076 
0.268277 0.399586 
0.268355 0.399096 
0.268432 0.398606 
0.26851 0.398117 
0.268588 0.397627 
0.268665 0.397138 
0.268742 0.396649 
0.26882 0.396159 
0.268897 0.39567 
0.268974 0.395182 
0.269051 0.394693 
0.269128 0.394204 
0.269205 0.393715 
0.269281 0.393227 
0.269358 0.392738 
0.269434 0.39225 
0.269511 0.391762 
0.269587 0.391274 
0.269663 0.390786 
0.269739 0.390298 
0.269815 0.38981 
0.269891 0.389323 
0.269967 0.388835 
0.270043 0.388348 
0.270119 0.38786 
0.270194 0.387373 
0.27027 0.386886 
0.270345 0.386399 
0.27042 0.385912 
0.270495 0.385425 
0.270571 0.384939 
0.270646 0.384452 
0.27072 0.383966 
0.270795 0.383479 
0.27087 0.382993 
0.270945 0.382507 
0.271019 0.382021 
0.271093 0.381535 
0.271168 0.38105 
0.271242 0.380564 
0.271316 0.380079 
0.27139 0.379593 
0.271464 0.379108 
0.271538 0.378623 
0.271612 0.378138 
0.271685 0.377653 
0.271759 0.377168 
0.271832 0.376684 
0.271906 0.376199 
0.271979 0.375715 
0.272052 0.375231 
0.272125 0.374747 
0.272198 0.374263 
0.272271 0.373779 
0.272344 0.373295 
0.272417 0.372811 
0.272489 0.372328 
0.272562 0.371845 
0.272634 0.371361 
0.272707 0.370878 
0.272779 0.370395 
0.272851 0.369912 
0.272923 0.36943 
0.272995 0.368947 
0.273067 0.368465 
0.273139 0.367982 
0.27321 0.3675 
0.273282 0.367018 
0.273354 0.366536 
0.273425 0.366054 
0.273496 0.365573 
0.273567 0.365091 
0.273639 0.36461 
0.27371 0.364129 
0.273781 0.363647 
0.273851 0.363166 
0.273922 0.362686 
0.273993 0.362205 
0.274063 0.361724 
0.274134 0.361244 
0.274204 0.360764 
0.274274 0.360283 
0.274345 0.359803 
0.274415 0.359324 
0.274485 0.358844 
0.274555 0.358364 
0.274624 0.357885 
0.274694 0.357405 
0.274764 0.356926 
0.274833 0.356447 
0.274903 0.355968 
0.274972 0.35549 
0.275041 0.355011 
0.27511 0.354533 
0.27518 0.354054 
0.275248 0.353576 
0.275317 0.353098 
0.275386 0.35262 
0.275455 0.352143 
0.275523 0.351665 
0.275592 0.351188 
0.27566 0.35071 
0.275729 0.350233 
0.275797 0.349756 
0.275865 0.349279 
0.275933 0.348803 
0.276001 0.348326 
0.276069 0.34785 
0.276137 0.347374 
0.276204 0.346898 
0.276272 0.346422 
0.276339 0.345946 
0.276407 0.34547 
0.276474 0.344995 
0.276541 0.34452 
0.276608 0.344045 
0.276675 0.34357 
0.276742 0.343095 
0.276809 0.34262 
0.276876 0.342146 
0.276942 0.341671 
0.277009 0.341197 
0.277075 0.340723 
0.277142 0.340249 
0.277208 0.339775 
0.277274 0.339302 
0.27734 0.338828 
0.277406 0.338355 
0.277472 0.337882 
0.277538 0.337409 
0.277604 0.336936 
0.277669 0.336464 
0.277735 0.335991 
0.2778 0.335519 
0.277866 0.335047 
0.277931 0.334575 
0.277996 0.334103 
0.278061 0.333632 
0.278126 0.33316 
0.278191 0.332689 
0.278256 0.332218 
0.278321 0.331747 
0.278385 0.331276 
0.27845 0.330806 
0.278514 0.330335 
0.278579 0.329865 
0.278643 0.329395 
0.278707 0.328925 
0.278771 0.328455 
0.278835 0.327986 
0.278899 0.327516 
0.278963 0.327047 
0.279026 0.326578 
0.27909 0.326109 
0.279154 0.325641 
0.279217 0.325172 
0.27928 0.324704 
0.279344 0.324236 
0.279407 0.323768 
0.27947 0.3233 
0.279533 0.322832 
0.279596 0.322365 
0.279659 0.321897 
0.279721 0.32143 
0.279784 0.320963 
0.279846 0.320497 
0.279909 0.32003 
0.279971 0.319564 
0.280033 0.319097 
0.280095 0.318631 
0.280158 0.318165 
0.28022 0.3177 
0.280281 0.317234 
0.280343 0.316769 
0.280405 0.316304 
0.280467 0.315839 
0.280528 0.315374 
0.280589 0.31491 
0.280651 0.314445 
0.280712 0.313981 
0.280773 0.313517 
0.280834 0.313053 
0.280895 0.31259 
0.280956 0.312126 
0.281017 0.311663 
0.281078 0.3112 
0.281138 0.310737 
0.281199 0.310274 
0.281259 0.309812 
0.28132 0.309349 
0.28138 0.308887 
0.28144 0.308425 
0.2815 0.307963 
0.28156 0.307502 
0.28162 0.307041 
0.28168 0.306579 
0.281739 0.306118 
0.281799 0.305658 
0.281859 0.305197 
0.281918 0.304737 
0.281977 0.304276 
0.282037 0.303816 
0.282096 0.303357 
0.282155 0.302897 
0.282214 0.302438 
0.282273 0.301978 
0.282332 0.301519 
0.28239 0.301061 
0.282449 0.300602 
0.282508 0.300144 
0.282566 0.299685 
0.282624 0.299227 
0.282683 0.298769 
0.282741 0.298312 
0.282799 0.297854 
0.282857 0.297397 
0.282915 0.29694 
0.282973 0.296483 
0.283031 0.296027 
0.283088 0.29557 
0.283146 0.295114 
0.283203 0.294658 
0.283261 0.294202 
0.283318 0.293747 
0.283375 0.293291 
0.283432 0.292836 
0.283489 0.292381 
0.283546 0.291927 
0.283603 0.291472 
0.28366 0.291018 
0.283717 0.290564 
0.283773 0.29011 
0.28383 0.289656 
0.283886 0.289202 
0.283942 0.288749 
0.283999 0.288296 
0.284055 0.287843 
0.284111 0.287391 
0.284167 0.286938 
0.284223 0.286486 
0.284279 0.286034 
0.284334 0.285582 
0.28439 0.285131 
0.284445 0.284679 
0.284501 0.284228 
0.284556 0.283777 
0.284611 0.283326 
0.284667 0.282876 
0.284722 0.282426 
0.284777 0.281975 
0.284832 0.281526 
0.284886 0.281076 
0.284941 0.280627 
0.284996 0.280177 
0.28505 0.279728 
0.285105 0.27928 
0.285159 0.278831 
0.285214 0.278383 
0.285268 0.277935 
0.285322 0.277487 
0.285376 0.277039 
0.28543 0.276592 
0.285484 0.276145 
0.285538 0.275698 
0.285591 0.275251 
0.285645 0.274804 
0.285698 0.274358 
0.285752 0.273912 
0.285805 0.273466 
0.285859 0.27302 
0.285912 0.272575 
0.285965 0.27213 
0.286018 0.271685 
0.286071 0.27124 
0.286124 0.270796 
0.286176 0.270351 
0.286229 0.269907 
0.286282 0.269464 
0.286334 0.26902 
0.286386 0.268577 
0.286439 0.268134 
0.286491 0.267691 
0.286543 0.267248 
0.286595 0.266806 
0.286647 0.266364 
0.286699 0.265922 
0.286751 0.26548 
0.286802 0.265038 
0.286854 0.264597 
0.286906 0.264156 
0.286957 0.263715 
0.287008 0.263275 
0.28706 0.262835 
0.287111 0.262395 
0.287162 0.261955 
0.287213 0.261515 
0.287264 0.261076 
0.287315 0.260637 
0.287366 0.260198 
0.287416 0.259759 
0.287467 0.259321 
0.287517 0.258883 
0.287568 0.258445 
0.287618 0.258007 
0.287668 0.25757 
0.287718 0.257133 
0.287769 0.256696 
0.287819 0.256259 
0.287868 0.255823 
0.287918 0.255386 
0.287968 0.25495 
0.288018 0.254515 
0.288067 0.254079 
0.288117 0.253644 
0.288166 0.253209 
0.288215 0.252774 
0.288265 0.25234 
0.288314 0.251906 
0.288363 0.251472 
0.288412 0.251038 
0.288461 0.250604 
0.28851 0.250171 
0.288558 0.249738 
0.288607 0.249305 
0.288655 0.248873 
0.288704 0.248441 
0.288752 0.248009 
0.288801 0.247577 
0.288849 0.247145 
0.288897 0.246714 
0.288945 0.246283 
0.288993 0.245853 
0.289041 0.245422 
0.289089 0.244992 
0.289136 0.244562 
0.289184 0.244132 
0.289232 0.243703 
0.289279 0.243274 
0.289326 0.242845 
0.289374 0.242416 
0.289421 0.241988 
0.289468 0.241559 
0.289515 0.241132 
0.289562 0.240704 
0.289609 0.240276 
0.289656 0.239849 
0.289702 0.239423 
0.289749 0.238996 
0.289796 0.23857 
0.289842 0.238143 
0.289888 0.237718 
0.289935 0.237292 
0.289981 0.236867 
0.290027 0.236442 
0.290073 0.236017 
0.290119 0.235593 
0.290165 0.235168 
0.290211 0.234744 
0.290256 0.234321 
0.290302 0.233897 
0.290348 0.233474 
0.290393 0.233051 
0.290438 0.232628 
0.290484 0.232206 
0.290529 0.231784 
0.290574 0.231362 
0.290619 0.230941 
0.290664 0.230519 
0.290709 0.230098 
0.290754 0.229677 
0.290799 0.229257 
0.290843 0.228837 
0.290888 0.228417 
0.290932 0.227997 
0.290977 0.227578 
0.291021 0.227159 
0.291065 0.22674 
0.291109 0.226321 
0.291154 0.225903 
0.291197 0.225485 
0.291241 0.225067 
0.291285 0.22465 
0.291329 0.224232 
0.291373 0.223815 
0.291416 0.223399 
0.29146 0.222982 
0.291503 0.222566 
0.291547 0.22215 
0.29159 0.221735 
0.291633 0.22132 
0.291676 0.220905 
0.291719 0.22049 
0.291762 0.220075 
0.291805 0.219661 
0.291848 0.219247 
0.29189 0.218834 
0.291933 0.218421 
0.291975 0.218007 
0.292018 0.217595 
0.29206 0.217182 
0.292103 0.21677 
0.292145 0.216358 
0.292187 0.215947 
0.292229 0.215535 
0.292271 0.215124 
0.292313 0.214713 
0.292355 0.214303 
0.292396 0.213893 
0.292438 0.213483 
0.29248 0.213073 
0.292521 0.212664 
0.292563 0.212255 
0.292604 0.211846 
0.292645 0.211438 
0.292686 0.211029 
0.292727 0.210621 
0.292768 0.210214 
0.292809 0.209807 
0.29285 0.2094 
0.292891 0.208993 
0.292932 0.208586 
0.292972 0.20818 
0.293013 0.207774 
0.293053 0.207369 
0.293094 0.206964 
0.293134 0.206559 
0.293174 0.206154 
0.293214 0.205749 
0.293254 0.205345 
0.293294 0.204942 
0.293334 0.204538 
0.293374 0.204135 
0.293414 0.203732 
0.293454 0.203329 
0.293493 0.202927 
0.293533 0.202525 
0.293572 0.202123 
0.293612 0.201722 
0.293651 0.201321 
0.29369 0.20092 
0.293729 0.200519 
0.293768 0.200119 
0.293807 0.199719 
0.293846 0.199319 
0.293885 0.19892 
0.293924 0.198521 
0.293962 0.198122 
0.294001 0.197724 
0.294039 0.197326 
0.294078 0.196928 
0.294116 0.19653 
0.294154 0.196133 
0.294193 0.195736 
0.294231 0.19534 
0.294269 0.194943 
0.294307 0.194547 
0.294345 0.194152 
0.294382 0.193756 
0.29442 0.193361 
0.294458 0.192966 
0.294495 0.192572 
0.294533 0.192178 
0.29457 0.191784 
0.294608 0.19139 
0.294645 0.190997 
0.294682 0.190604 
0.294719 0.190212 
0.294756 0.189819 
0.294793 0.189427 
0.29483 0.189035 
0.294867 0.188644 
0.294904 0.188253 
0.29494 0.187862 
0.294977 0.187472 
0.295013 0.187082 
0.29505 0.186692 
0.295086 0.186302 
0.295122 0.185913 
0.295159 0.185524 
0.295195 0.185136 
0.295231 0.184747 
0.295267 0.18436 
0.295303 0.183972 
0.295338 0.183585 
0.295374 0.183198 
0.29541 0.182811 
0.295445 0.182425 
0.295481 0.182039 
0.295516 0.181653 
0.295552 0.181267 
0.295587 0.180882 
0.295622 0.180498 
0.295657 0.180113 
0.295693 0.179729 
0.295728 0.179345 
0.295762 0.178962 
0.295797 0.178579 
0.295832 0.178196 
0.295867 0.177813 
0.295901 0.177431 
0.295936 0.177049 
0.29597 0.176668 
0.296005 0.176286 
0.296039 0.175906 
0.296073 0.175525 
0.296108 0.175145 
0.296142 0.174765 
0.296176 0.174385 
0.29621 0.174006 
0.296244 0.173627 
0.296277 0.173248 
0.296311 0.17287 
0.296345 0.172492 
0.296378 0.172114 
0.296412 0.171737 
0.296445 0.17136 
0.296479 0.170983 
0.296512 0.170607 
0.296545 0.170231 
0.296578 0.169855 
0.296611 0.16948 
0.296644 0.169105 
0.296677 0.16873 
0.29671 0.168356 
0.296743 0.167982 
0.296776 0.167608 
0.296808 0.167235 
0.296841 0.166862 
0.296873 0.166489 
0.296906 0.166117 
0.296938 0.165745 
0.29697 0.165373 
0.297003 0.165002 
0.297035 0.164631 
0.297067 0.16426 
0.297099 0.16389 
0.297131 0.16352 
0.297162 0.16315 
0.297194 0.162781 
0.297226 0.162412 
0.297258 0.162043 
0.297289 0.161675 
0.297321 0.161307 
0.297352 0.160939 
0.297383 0.160572 
0.297415 0.160205 
0.297446 0.159838 
0.297477 0.159472 
0.297508 0.159106 
0.297539 0.158741 
0.29757 0.158375 
0.297601 0.15801 
0.297631 0.157646 
0.297662 0.157282 
0.297693 0.156918 
0.297723 0.156554 
0.297754 0.156191 
0.297784 0.155828 
0.297815 0.155465 
0.297845 0.155103 
0.297875 0.154741 
0.297905 0.15438 
0.297935 0.154019 
0.297965 0.153658 
0.297995 0.153298 
0.298025 0.152937 
0.298055 0.152578 
0.298084 0.152218 
0.298114 0.151859 
0.298144 0.151501 
0.298173 0.151142 
0.298203 0.150784 
0.298232 0.150427 
0.298261 0.150069 
0.29829 0.149712 
0.29832 0.149356 
0.298349 0.148999 
0.298378 0.148643 
0.298407 0.148288 
0.298435 0.147933 
0.298464 0.147578 
0.298493 0.147223 
0.298522 0.146869 
0.29855 0.146515 
0.298579 0.146162 
0.298607 0.145809 
0.298636 0.145456 
0.298664 0.145104 
0.298692 0.144752 
0.29872 0.1444 
0.298748 0.144049 
0.298776 0.143698 
0.298804 0.143347 
0.298832 0.142997 
0.29886 0.142647 
0.298888 0.142297 
0.298916 0.141948 
0.298943 0.141599 
0.298971 0.141251 
0.298998 0.140903 
0.299026 0.140555 
0.299053 0.140208 
0.29908 0.139861 
0.299108 0.139514 
0.299135 0.139168 
0.299162 0.138822 
0.299189 0.138476 
0.299216 0.138131 
0.299243 0.137786 
0.29927 0.137442 
0.299296 0.137098 
0.299323 0.136754 
0.29935 0.13641 
0.299376 0.136067 
0.299403 0.135725 
0.299429 0.135382 
0.299456 0.13504 
0.299482 0.134699 
0.299508 0.134358 
0.299534 0.134017 
0.29956 0.133676 
0.299586 0.133336 
0.299612 0.132996 
0.299638 0.132657 
0.299664 0.132318 
0.29969 0.131979 
0.299715 0.131641 
0.299741 0.131303 
0.299767 0.130966 
0.299792 0.130628 
0.299818 0.130292 
0.299843 0.129955 
0.299868 0.129619 
0.299893 0.129283 
0.299919 0.128948 
0.299944 0.128613 
0.299969 0.128279 
0.299994 0.127944 
0.300019 0.12761 
0.300044 0.127277 
0.300068 0.126944 
0.300093 0.126611 
0.300118 0.126279 
0.300142 0.125947 
0.300167 0.125615 
0.300191 0.125284 
0.300216 0.124953 
0.30024 0.124623 
0.300264 0.124293 
0.300288 0.123963 
0.300313 0.123634 
0.300337 0.123305 
0.300361 0.122976 
0.300385 0.122648 
0.300408 0.12232 
0.300432 0.121992 
0.300456 0.121665 
0.30048 0.121339 
0.300503 0.121012 
0.300527 0.120686 
0.30055 0.120361 
0.300574 0.120036 
0.300597 0.119711 
0.30062 0.119386 
0.300644 0.119062 
0.300667 0.118739 
0.30069 0.118415 
0.300713 0.118092 
0.300736 0.11777 
0.300759 0.117448 
0.300782 0.117126 
0.300805 0.116805 
0.300827 0.116484 
0.30085 0.116163 
